qq.com,Social
baidu.com,Search
apple.com,Shopping
taobao.com,Shopping
qlogo.cn,Social
amap.com,Tool
hkjc.com,Entertainment
pstatp.com,Tool
on.cc,News
weibo.cn,Social
dpfile.com,Tool
163.com,Email
ucweb.com,News
360.cn,Tool
sohu.com,News
